,text_id,component_tokens,labels
1104,AAEC_006,It contributes in building a new understanding in us of how we see the world,Premise
1105,AAEC_006,"It makes us more open, and willing to accept different ideas and thoughts",Premise
1106,AAEC_006,it educates us about the world we are living in,Premise
1107,AAEC_021,advertising is the major reason for high sales of a product,MajorClaim
1108,AAEC_021,high sales are obviously a reflection of the powerful advertisements,MajorClaim
1109,AAEC_021,The most effective way to convince consumers to purchase a product is through advertising,Claim
1110,AAEC_021,it is not sufficient in itself,Premise
1111,AAEC_021,The product also should satisfy the needs of the consumers,Premise
1112,AAEC_021,advertisers push the limits of creativity to dispose the consumers to purchase the product,Claim
1113,AAEC_021,Advertisement is the most effective way to create a well-known product,Claim
1114,AAEC_021,They make the product preferable,Claim
1115,AAEC_021,We are mainly introduced to products through advertisements,Premise
1116,AAEC_021,"When the consumers are impressed by the way a product is advertised, they can be convinced to consider that the product is a need in some cases",Premise
1117,AAEC_021,"Recently, there is a very creative advertisements of a soft drink product on TV",Premise
1118,AAEC_021,The story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot,Premise
1119,AAEC_021,the number of that product being sold will increases,Premise
1120,AAEC_021,"the more an advertisement of a product takes place in mass media, the more popular the product becomes",Premise
1121,AAEC_021,Consumers tend to purchase the most known product when it comes to picking one out of two different brands of the same product,Premise
1122,AAEC_021,"When a product is commonly used, it becomes trustworthy for the society, no matter what quality it is",Premise
1123,AAEC_021,it also has to be affordable for the consumer,Premise
1124,AAEC_021,advertisements have undeniable affects on the society about the product being advertised,Premise
1125,AAEC_042,a higher pay can be one of the incentive if were to encourage harder-working employees,MajorClaim
1126,AAEC_042,providing a more secured and relaxing environment for workers can fundamentally boost their productivity,MajorClaim
1127,AAEC_042,they will be feeling more cared for and therefore do their best for their bosses,Claim
1128,AAEC_042,A raise or a promotion can no doubt increase the morale in the working places,Claim
1129,AAEC_042,creating an enjoyable working environment is more realistic and essential if one wishes an increase in productivity and better employee performances,Claim
1130,AAEC_042,Workers understand they have to work harder to meet the boss' expectations and to make themselves worthwhile,Premise
1131,AAEC_042,junior high school teachers have great responsibility not only for students' private lives as they are going through adolescence but also their school work,Premise
1132,AAEC_042,it is an important phase for them to study hard and get into the high school they want,Premise
1133,AAEC_042,"If the teachers receive higher salaries, they will be willing to spend more extra time mentoring the youngsters rather than hoping they learn in cram schools and so forth, as this is what is happening in Taiwan",Premise
1134,AAEC_042,"Take Google for example, the company offers recreation rooms and extra personal leaves for their workers to develop a more relaxing and supportive workforce",Premise
1135,AAEC_042,the employers can make sure the employees can actually focus and concentrate on their projects instead of thinking about their children or feeling pressured,Premise
1136,AAEC_052,English as an elegant language should be advocated in many fields to expand the global trade and communications,MajorClaim
1137,AAEC_052,the prevalent of English brings a great number of benefits for people,Claim
1138,AAEC_052,the dominated status of English has destroyed culture diversity and many less-used languages become extinct,Claim
1139,AAEC_052,English is a sophisticated language,Premise
1140,AAEC_052,it promotes the communication and interaction between different countries more conveniently and clearly,Premise
1141,AAEC_052,"In the ancient time, the different languages and geography set barriers for people to exchange their goods and ideas",Premise
1142,AAEC_052,the innovation of plane and train solved the geographical barriers,Premise
1143,AAEC_052,"If we can popularize the use of English, the language hinder will disappear as well",Premise
1144,AAEC_052,"English is a beautiful language, which is more systematical and extensive than many other languages",Premise
1145,AAEC_052,Learning English can foster people's sentiment and nourish their literature and art,Premise
1146,AAEC_052,"it does not express every detail of life especially in Asia countries, which have totally different linguistic system",Premise
1147,AAEC_052,"language contains many aspects of people's daily life, which is influenced by culture, environment as well as religious",Premise
1148,AAEC_052,these languages have special significance for people who belong to them and using English to replace them is crudity,Premise
1149,AAEC_052,we still need preserve other languages for sake of keeping the linguistic and cultural diversity,Claim
1150,AAEC_061,dependence on computers is not a bad thing,MajorClaim
1151,AAEC_061,computers have provided security and sophistication,Claim
1152,AAEC_061,"The whole world is dependent on computers, without which, the world will go back hundreds of years",MajorClaim
1153,AAEC_061,"Computers provide speed, increase efficiency, accuracy, precision, help to increase productivity and other countless benefits are provided by it",Claim
1154,AAEC_061,future prospects of computers are very bright,Claim
1155,AAEC_061,Computers have made humans over-dependent,Claim
1156,AAEC_061,"In the modern world, computers are used everywhere",Premise
1157,AAEC_061,"Right from flying planes to sending a small document, computers are needed",Premise
1158,AAEC_061,"They are used in space programs, wars, hospitals, schools and so on",Premise
1159,AAEC_061,"Computers have made human life more easy, convenient and lightning fast",Premise
1160,AAEC_061,"in earlier days, if one had to send a message to someone in other country, it used to take months",Premise
1161,AAEC_061,"today, it can be sent in few minutes by typing a email and few clicks",Premise
1162,AAEC_061,"From a computer as big as a room, it has now been minimized to the size of a palm",Premise
1163,AAEC_061,Nanotechnology is working to make computers to the order of microscopic levels,Premise
1164,AAEC_061,Research on making computerized drone soldiers (unmanned computer controlled) is going on,Premise
1165,AAEC_061,There is no end to the evolution of computers,Premise
1166,AAEC_061,"Virus programs, privacy breach, leak of confidential documents, cyber attacks, identity theft, frauds etc. are some of its demerits, from a countless list",Premise
1167,AAEC_061,Computers expose children to vulgar materials,Premise
1168,AAEC_061,"They have even invaded mental health of humans, for example, FAD (Facebook Addiction Disorder - excessive use of social networking website Facebook)",Premise
1169,AAEC_061,Computers have intruded our lives to the effect that a satellite can peep into our homes and privates lives,Premise
1170,AAEC_061,"The recent case of Wikileaks, leaking confidential data is an example of how computers are harmful",Premise
1171,AAEC_068,it is time for the government to take action to control the proliferation of violent scenes in media,MajorClaim
1172,AAEC_068,What the government should do immediately is to strengthen censorship to control the amount of violence in media,MajorClaim
1173,AAEC_068,our society is occupied with the violent scenes and plots at present,Claim
1174,AAEC_068,"This will definitely set a bad example for the immature audiences who, lacking correct parental guidance and abilities to differentiate the right from wrong, are prone to go astray by imitating the violent behaviors and committing real violent crimes",Claim
1175,AAEC_068,excessive violence would offer misleading information to the public and exert detrimental influence to the society as well,Claim
1176,AAEC_068,they regard the violence as reasonable and justifiable,Premise
1177,AAEC_068,"media, such as TV or film, is considered as the correct information source regulated by the government",Premise
1178,AAEC_068,It should be reporting and reflecting true phenomenon in the society,Premise
1179,AAEC_068,"Violence, as one of the facts in the real world, certainly has to be reported",Premise
1180,AAEC_068,"It is recently reported in the news that a seventeen-year-old boy killed all his family members, one sister and two parents out of hatred and jealousy",Premise
1181,AAEC_068,"In the real world, we are inclined to take extreme approach to tackle a small problem due to excessive violence exposure",Premise
1182,AAEC_071,"while some of them are disturbing, we can not overlook other merits the advertisements bring",MajorClaim
1183,AAEC_071,advertisements have its social responsibility and contribute to economic growth,MajorClaim
1184,AAEC_071,it is unfair to restrict those public service advertisements which are creative and inspiring,Claim
1185,AAEC_071,publicizing brand image or a particular product of mass media could boost sales for companies,Claim
1186,AAEC_071,"the advertising expenses lead to a higher product price and some of them express fake information, creating information asymmetry between consumers and companies",Claim
1187,AAEC_071,"they are not in the purpose of making profits but taking a role of disseminating valued culture, good moral traits and calling for helps for the disabled and the poor",Premise
1188,AAEC_071,it could simulate household spending and therefore promote the economic development of the whole country,Premise
1189,AAEC_071,"A recent study shows that after launching an advertising campaign, the sales revenue would increase by 40%, which is the very fact to verify its positive influences on economic",Premise
1190,AAEC_071,its merits still outweigh these downsides,Premise
1191,AAEC_072,"the most suitable method of reducing stress for modern people is by different kinds of exercise, which can not only improve health conditions but also bring positive emotions",MajorClaim
1192,AAEC_072,many activities can let humans relax,Claim
1193,AAEC_072,"the best way of diminishing stress is by exercises, which can benefit everyone not only physically but also mentally",MajorClaim
1194,AAEC_072,exercise play a crucial role in ameliorating physical health,Claim
1195,AAEC_072,"Any kinds of sports, such as jogging, swimming, or playing basketball, can effectively facilitate human respiration and circulation system",Premise
1196,AAEC_072,these sports can also strengthen muscles and lessen surplus adipose tissues in human body,Premise
1197,AAEC_072,The latter one is of particular importance because nowadays more and more people are suffer from obesity,Premise
1198,AAEC_072,"Many studies has points out that numbers of overweight people have increased in developed countries in recent years, which mainly results from insufficient exercises",Premise
1199,AAEC_072,good exercises can often successfully alleviating one's heavy burdens,Premise
1200,AAEC_072,"rigorous exercise can also hone one's will, which enable people to be able to tackle stringent problems and arduous tasks",Claim
1201,AAEC_072,"This hormone can delight one's mind, creating positive feelings",Premise
1202,AAEC_072,"When people exercise, the neuron cells in the brain release a chemical compound named Dopamine",Premise
1203,AAEC_072,Sports activities can improve mental health,Claim
1204,AAEC_077,zoos have irreplaceable benefits in terms of animal preservation and children education,MajorClaim
1205,AAEC_077,zoos offer a good man-made environment which could prolong the life span of wild animals and cultivate the notion of protecting animals,MajorClaim
1206,AAEC_077,zoo is a good alternative choice for protecting animals,Claim
1207,AAEC_077,"zoos afford a platform to education teenagers, helping to establish eco-friendly behavior towards animals",Claim
1208,AAEC_077,complained about the drawbacks of zoos are often heard,Claim
1209,AAEC_077,some zoos are lack of systematic management which attributes to numerous wild animals die because of food shortage,Premise
1210,AAEC_077,being caged in the zoos for long render wildlife lost the ability to survive in nature where is full of cruel competition among various animals,Premise
1211,AAEC_077,"our environment is damaged day by day due to the fact that excessive pursuit of economic development at expense of eco-system, which pose a great threat to the survival of wild animals",Premise
1212,AAEC_077,various animals could be better protected by specialized staff,Premise
1213,AAEC_077,"Once the animal got sick, professional vet will help them promptly",Premise
1214,AAEC_077,"Thanks to the considerate care, the diversity of wild animal could be guaranteed",Premise
1215,AAEC_077,"In the zoos, even though wild animals are caged, they have capability to walk in a limited area",Premise
1216,AAEC_077,"When children pay a visit to the zoos, they still could observe the eating behavior or leisure activities among animals, which would definitely enrich their knowledge associated with different animals",Premise
1217,AAEC_077,children could acquire the information regarding how to protect wild animals according to guided tour or volunteers,Premise
1218,AAEC_082,more good comes from advertising than bad,Claim
1219,AAEC_082,the idea that advertising is a positive part of life can be more supported,MajorClaim
1220,AAEC_082,"Advertisements are, therefore, very important for many businesses to increase sales and hence profits",Claim
1221,AAEC_082,advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more,Premise
1222,AAEC_082,"to consumers, advertising can bring them many benefits",Claim
1223,AAEC_082,customers of telecommunication services will have an idea about the current offers of different companies,Premise
1224,AAEC_082,they can compare them and then have a better decision in choosing their internet or mobile phone plans,Premise
1225,AAEC_082,"a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses, this is generally known as spam, and causes discomfort or even annoyance to many people",Claim
1226,AAEC_082,advertising can be very expensive and not every advertising campaign can be done successfully and brings good results,Premise
1227,AAEC_082,"advertising is believed by many, a financial burden to businesses",Claim
1228,AAEC_086,big cities can be a good place for bringing up children,MajorClaim
1229,AAEC_086,"Today's children needs somethings to entertain them, and occupy their leisure time in the best way",MajorClaim
1230,AAEC_086,it is a good idea for children to past their first earlier life in the cities,Claim
1231,AAEC_086,Children who live in cities have a lot of entertainment,Claim
1232,AAEC_086,they can learn a lot of things by watching television and surfing through the net,Claim
1233,AAEC_086,"they can exchange their knowledge, they can learn different cultures",Claim
1234,AAEC_086,"countrysides have some advantages such as fresh air, peace, and etc",Claim
1235,AAEC_086,education is better in big cities in comparison with countrysides,Premise
1236,AAEC_086,"in my country the best schools, universities and institutes are located in cities, and todays education is one of the most important parts of our children's life",Premise
1237,AAEC_086,it is acknowledged that a large number of creational facilities are built in cities,Premise
1238,AAEC_086,"playgrounds, parks, science museums, cinemas etc",Premise
1239,AAEC_086,in countrysides we hardly ever see creational facilities,Premise
1240,AAEC_086,Children who live in countrysides most of the time pass their free time in farms,Premise
1241,AAEC_086,in big cities children access to media easily,Premise
1242,AAEC_086,Via internet they can have connection with the other children all around the world,Premise
1243,AAEC_091,a universal language playing the dominant role in the international community is of vital significance to global people,MajorClaim
1244,AAEC_091,a single international language plays a pivotal role in global economic cooperation,Premise
1245,AAEC_091,a single international language serves an economic purpose,Claim
1246,AAEC_091,"As businessmen from different countries have access to the same language, they can communicate with each other more efficiently and deeply on trade, which can intensify the transnational cooperation",Premise
1247,AAEC_091,"without the availability of the same language, there might be a chance that misunderstanding and conflicts would ensue over business negotiations, impeding collaborations between them",Premise
1248,AAEC_091,a universal language is an integral part of cultural communication and interactions,Claim
1249,AAEC_091,"If people are equipped with a single international language, they can tell each other smoothly about their countries' specific cultures such as the traditional customs or the modern lifestyles, which enables people to expand their outlooks, viewing the world in new angles",Premise
1250,AAEC_091,"when people travel to foreign countries, the local people can introduce the tourist attractions to such people with the command of the universal language, helping foreign visitors have an enjoyable exotic experience",Premise
1251,AAEC_091,a single international language contributes to global community in terms of economic and cultural communication,MajorClaim
1252,AAEC_091,every country should by no means disregard the preservation of their own cultural heritage,Claim
1253,AAEC_091,"a single international language may, to some extent, erode the cultural identity of a nation",Claim
1254,AAEC_091,"people may be impressed by the cultural values brought with the universal language, eroding a sense of national belong",Premise
1255,AAEC_091,"some Asians are seeking individualism, previously denied by many Asian countries",Premise
1256,AAEC_091,"they have gradually identified with such values expressed in American movies, which are imported by the governments as a result of the proliferation of English",Premise
1257,AAEC_097,popular sports events can help reduce international tensions remarkably and promote national prides safely,MajorClaim
1258,AAEC_097,international sporting occasions are not only one of the effective solutions to tensions among nations but also a stimulant for releasing patriotic emotions safely,MajorClaim
1259,AAEC_097,"they can improve their results, break records and bring victories to their own countries",Claim
1260,AAEC_097,"sport events with the spirit of healthiness, honesty and fairness can help strengthen understanding, friendship and solidarity among nations",Claim
1261,AAEC_097,sport events help to wake up love and responsibilities strongly in each citizen,Claim
1262,AAEC_097,sports events are good chances for excellent athletes to meet and learn valuable experiences from one another,Premise
1263,AAEC_097,a large number of people will gather in the host city for sport events,Premise
1264,AAEC_097,there are many good opportunities for discovering different cultures,Premise
1265,AAEC_097,"After sharing competitive but interesting moments in each competition, the competitors often shake hands friendly and congratulate the winners, which can lead to an improvement in the relationships among nations",Premise
1266,AAEC_097,sporting occasions play an essential role in raising patriotic emotions in both athletes and spectators,Premise
1267,AAEC_097,Seeing national flags be honored may be the most emotional moments to each athlete,Premise
1268,AAEC_097,The athlete also seems to be more aware of his responsibilities and he wants to contribute more to his beloved country,Premise
1269,AAEC_097,"When witnessing our national flags flying proudly among others, many of us can stop hiding our pride and happiness",Premise
1270,AAEC_097,"when Vietnam became the champion of SEAGAMES for the first time in 2008, a festival atmosphere permeated into the streets",Premise
1271,AAEC_097,"People from all ages turned out to the streets with flags, banners and they sang aloud songs of Ho Chi Minh President",Premise
1272,AAEC_097,The eager atmosphere lasted many next days,Premise
1273,AAEC_097,some hooligans were so excited that they took part in motor racing or using fireworks illegally,Premise
1274,AAEC_097,the hooligans only took a minority of people,Premise
1275,AAEC_098,the benefits of children engagement in paid work outweigh its drawbacks,MajorClaim
1276,AAEC_098,"if children take part in some kind of paid work with their parents' permission, they can learn lively lessons and become mature and responsible",MajorClaim
1277,AAEC_098,"they are likely to understand their parents' hardship, to respect values of money and to form a good habit of saving",Claim
1278,AAEC_098,children can learn about the hardship of earning money,Premise
1279,AAEC_098,"When they take some kind of paid work such as looking after babies, doing housework and keeping shops, they will have some life experience and skills which make them mature and can deal with many different situations in real life",Premise
1280,AAEC_098,"when children take jobs, they tend to be more responsible",Claim
1281,AAEC_098,whether they can earn money or not will depend on their effectiveness and attitudes in working,Premise
1282,AAEC_098,"To keep their jobs, children will have to try their best to finish their duties",Premise
1283,AAEC_098,"if a child works as a shop assistant, he will have to keep an eye on good and products, calculate prices correctly and take responsibilities for any lost",Premise
1284,AAEC_098,"children will be more material, neglect their study for earning money or be exploited by the employers",Claim
1285,AAEC_098,"if children get good care and instructions from their parents, they can take advantages of the work to learn valuable things and avoid going in a wrong way",Premise
1286,AAEC_103,past behaviour determines the future actions,Claim
1287,AAEC_103,complete data concerning the history of a sued person creates more opportunity for jury members to build an overall picture of defendant's personality,Premise
1288,AAEC_103,"past record might be useful to decide whether a person was able to perform a certain type of crime when it concerns serious crimes, such as kidnapping or a murder",Premise
1289,AAEC_103,"in order for the jury to come up with an objective decision not depending on the past experience, the court should provide with details relevant to a particular case only",Claim
1290,AAEC_103,a defendant with number of past crimes has more chance to be found guilty compared to a person with no or lighter criminal record,Premise
1291,AAEC_103,"Innocent suspects, eventually, can face unfair juridical decision and pay twice for their previous inadequate actions",Premise
1292,AAEC_103,"I am skeptical about disclosing the defendant's history to the jury, with intention to avoid subjective and probable inaccurate verdict",Claim
1293,AAEC_103,"I strongly support the current laws of Great Britain and Australia, and would not change the regulations on keeping the jury unaware of past actions",MajorClaim
1294,AAEC_104,the Internet will pave way for a more accessible and convenient learning,MajorClaim
1295,AAEC_104,I would like to reiterate the necessity of the Internet in learning process,MajorClaim
1296,AAEC_104,"the Internet is an adequate source of academic information, which will potentially fulfill the needs of university pupils",Claim
1297,AAEC_104,"Nowadays, not only are lectures available online, it is also applicable to find reference e-books as well as multi-aspect documents on the cyberspace",Premise
1298,AAEC_104,the Internet has grown to become the largest virtual library ever,Premise
1299,AAEC_104,"with the use of the Internet, distance and time seem to be no more a hindrance",Premise
1300,AAEC_104,College students can save their time browsing for necessary information through the web instead of spending hours wandering in bookstores or libraries,Premise
1301,AAEC_104,the Internet offers a more effective and practical method of studying,Premise
1302,AAEC_104,"While virtual flowcharts and animations may simplify complicated scientific processes, Google and Wikipedia are always accessible for detailed responses to every query",Premise
1303,AAEC_104,the Internet will become an indispensable part in academic training,Claim
1304,AAEC_104,This fairy tale turns out to be true thanks to technical and internet advances,Premise
1305,AAEC_104,Have you ever imagined what it would be like to stay at home and attend a lecture by a famous speaker in Finland simultaneously,Premise
1306,AAEC_104,"the Internet have several drawbacks which can affect the education system negatively, for instance internet abuse and black webs",Claim
1307,AAEC_104,these problems are mainly triggered by students' wrong approach towards the Internet not the Internet itself,Premise
1308,AAEC_104,what we are to do is a change in learners' attitude not an elimination of the Internet from academic study,Premise
1309,AAEC_108,it would generate a sense of discrimination among different age groups and increase the government financial pressure accordingly,MajorClaim
1310,AAEC_108,they have been instilled and imparted the most updated knowledge and skills at universities,Premise
1311,AAEC_108,fresh graduates are likely to bring a number of practical and applicable ideas to meet the current needs of the organisation,Premise
1312,AAEC_108,having a larger proportion of young adults could enhance the working effectiveness and efficiency,Premise
1313,AAEC_108,"Compared with aged staffs, younger employees are often physically stronger and energetic which enables them to carry out heavy workload to meet the deadline",Premise
1314,AAEC_108,encouraging the workers to retire at age of fifty-five to release the positions for younger job seekers has some merits,Claim
1315,AAEC_108,the introduction of the early retirement has some benefits,Claim
1316,AAEC_108,"From social perspective, massively forcing the early retirement would be one of financial burden to the local government",Premise
1317,AAEC_108,sufficient pension payments and regular medical care should be given and arranged for the senior citizens after they have been imposed to terminate their employment permanently,Premise
1318,AAEC_108,sacrificing the senior members to save the young workers poses several negative influences,Claim
1319,AAEC_108,"From personal level, it fosters a sense of unfairness between the older and younger generations",Premise
1320,AAEC_108,"every person within the business enterprise has the rights to proceed their work as long as they are capable of doing it, disregard the age and physical capacity",Premise
1321,AAEC_117,technology alone can solve the world's environmental problems,MajorClaim
1322,AAEC_117,if humans stop using technology and lead a simple way of life then only we can save the environment,Claim
1323,AAEC_117,it is the luxuries people use which damages the environment,Premise
1324,AAEC_117,"If people don't use air conditioners, automobiles and other such things that technology has brought us, then naturally there would be less pollution and natural resources like fossil fuels would be saved and all this would save the environment",Premise
1325,AAEC_117,technology alone could save the environment,Claim
1326,AAEC_117,now we have come so far ahead in technology that there is no going back,Premise
1327,AAEC_117,We cannot ask the people of the jet age to go back to the age of the bullock cart,Premise
1328,AAEC_117,There are a lot of advances going on technology which are helping the environment a lot,Claim
1329,AAEC_117,One prime example is finding solutions to water problems in developing countries such as Africa,Premise
1330,AAEC_117,"By pressurising sea water to produce vapour jets and filtering them through carbon nano tubes, we can get clean drinking water from sea water - an almost inexhaustible resource",Premise
1331,AAEC_117,Japan is working to build a working space solar power system by 2030,Premise
1332,AAEC_117,"By drawing on the colossal energy of the sun, it could meet the entire world's electricity requirements indefinitely without nuclear or GHG emissions",Premise
1333,AAEC_117,"If successful, the impact on the world would be monumental",Premise
1334,AAEC_117,"It would mean energy for schools, hospitals, and homes",Premise
1335,AAEC_117,It would mean another industrial revolution,Premise
1336,AAEC_119,at no time will the unique role of human teachers be replaced,MajorClaim
1337,AAEC_119,Internet can be a useful tool for education,Claim
1338,AAEC_119,"the global online network is the inexhaustible source of information, which definitely exceeds the fund of knowledge that any veteran teacher can accumulate",Claim
1339,AAEC_119,"Internet and computer also offer a more comprehensive access to knowledge, ranging from visual to aural stimuli, which make learning an ever enjoyable experience, especially for children",Premise
1340,AAEC_119,"Much information as the Internet may provide, most of the sources are unjustified by experts",Premise
1341,AAEC_119,information from those sources is subject to question,Claim
1342,AAEC_119,the computer can show whether an answer to a particular question is right or wrong,Premise
1343,AAEC_119,it cannot give as an in-depth explanation as a human teacher can,Claim
1344,AAEC_119,"Through face-to-face communication, teachers can also pinpoint the weaknesses of each student and therefore, adjusting and tailoring his or her teaching methodology to meet the levels or the demands of those students",Premise
1345,AAEC_119,This is where the computer proves to be incompetent,Premise
1346,AAEC_126,it's much easier to have some casual acquaintances than have some close friends,Claim
1347,AAEC_126,it's better to have one or two close friends than to have a large number of casual acquaintances,MajorClaim
1348,AAEC_126,being a friend with someone is different from only being acquaintant,Premise
1349,AAEC_126,it's not easy to make friend with anyone,Premise
1350,AAEC_126,friends are people who have great compatibility with each other,Premise
1351,AAEC_126,"After two years in college I have found sometimes there is more differences between people than similarities, for we are growing in the different families and was educated in various ways",Premise
1352,AAEC_126,Sometimes acquaintances are just acquaintances,Premise
1353,AAEC_126,We spend time together but we could never be friend,Premise
1354,AAEC_126,close friends can easily understand each others feelings,Claim
1355,AAEC_126,acquaintances probably not able to understand you better than your friends,Premise
1356,AAEC_126,they wouldn't even spare time to consider your feelings,Premise
1357,AAEC_126,Everyone play the role of acquaintance and friend at the same time,Premise
1358,AAEC_126,Being friendly is a good way to treat a acquaintance but way not enough for a friend,Premise
1359,AAEC_126,"When my friend is sick, I would not only ask if he is okay like an acquaintance but do my best to make him get well as soon as possible",Premise
1360,AAEC_126,"If my friend is going to the wrong direction in his life trail, I will try my best to pull him back, but not stand and stare like it's not of my business",Premise
1361,AAEC_126,my friend will do the same to me,Premise
1362,AAEC_126,a friend is a person you care about,Claim
1363,AAEC_126,friends are the most important people in my life second to my family,MajorClaim
1364,AAEC_129,I prefer to live in a higher pace condition,MajorClaim
1365,AAEC_129,living in a higher pace is better,MajorClaim
1366,AAEC_129,the advantages of this are qualitatively greater than that of the opposite,Claim
1367,AAEC_129,I prefer to live in high pace,MajorClaim
1368,AAEC_129,"we need to save time for accomplishing some important tasks, and a fitting example of which can be found in my experience of missing exam",Premise
1369,AAEC_129,we have to be eager in our lives,Claim
1370,AAEC_129,I just failed to participate in the university entrance exam,Premise
1371,AAEC_129,I thought I had enough time for eating breakfast and transporting to the testing place; while I was stocked in a traffic jam and then missed the first test,Premise
1372,AAEC_129,keeping in high pace condition can prevent me from getting lazy,Premise
1373,AAEC_129,"If I can avoid being a sluggish person, I can have a higher probability of fulfilling my dream successfully",Premise
1374,AAEC_129,"I had spent more time on practicing playing piano so that I won a piano competition, defeating those spending less time on practicing",Premise
1375,AAEC_129,keeping our pace higher is important,Claim
1376,AAEC_129,with a slower pace can enjoy their lives more,Claim
1377,AAEC_129,it is not necessary for them to notice the time control or acquire the fame of succeed,Premise
1378,AAEC_129,I do not think that those people with slower pace losing the piano competition can be really happy,Premise
1379,AAEC_129,it is really joyful for me that I can immerse in the joy of the victory and accomplishment,Premise
1380,AAEC_136,learners can obtain more useful knowledge from teachers than from other sources,Claim
1381,AAEC_136,both alternative sources and traditional teaching methods from educators are equally important in children's acquisition of knowledge,MajorClaim
1382,AAEC_136,technologies are vital in students' learning,Claim
1383,AAEC_136,the widespread of alternative sources of knowledge has played an important role in students' acquisition of knowledge,Premise
1384,AAEC_136,"Computers can be programmed to provide an endless numbers of questions in diverse range of fields, and as the students answer these questions, the facts has been learned and reinforced",Premise
1385,AAEC_136,"A case in point is the reading and listening parts of TOEFL iBT exams, as candidates have to answer many questions in a limited period of time",Premise
1386,AAEC_136,"when students have some academic problems, they can post those to some websites and receive correct answers from unknown people in faraway places without any costs",Premise
1387,AAEC_136,"in the past, conducting a research require long hours of searching in library shelves, now all can be done at a click of a button",Premise
1388,AAEC_136,formal education approaches are also indispensable,Claim
1389,AAEC_136,schools and university are places in which students gather to be educated and learn from each others as well as formal educators,Premise
1390,AAEC_136,"At schools, students' development has been orchestrated stage by stage, step by step by experienced teachers, and their acquisition of knowledge is guided and backed up in a systematic way",Premise
1391,AAEC_136,alternative sources information and traditional education systems are equally important in children's development,MajorClaim
1392,AAEC_139,we should give priority to our own issues,MajorClaim
